Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Site ID,System ID
382,235,50,155,,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,39520,21280,1048,2014,4571000,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,NVIDIA Tesla P100,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179293
383,,52,383,,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, 10G Ethernet",Government,Lenovo,China,2018,Government,22680,,1046.12,1959.552,3477888,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50774,179493
384,236,50,156,PDataSystem,"Sugon I620, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet",Government,Sugon,China,2017,Government,51200,,1044,2129.92,4689000,,,960,Submitted,1.087,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50366,179253
385,237,51,237,,"Inspur NF5280M, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,24000,22400,1042,2120,829000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5280M,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179381
386,238,51,238,,"Inspur NF5280M, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,24000,22400,1042,2120,829000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5280M,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179380
387,,52,387,,"Inspur NF5588M4, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2018,Industry,24000,22400,1042,1968,829000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5588M4,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179503
388,,52,388,,"Inspur NF5588M4, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2018,Industry,24000,22400,1042,1968,829000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5588M4,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179504
389,,52,389,,"Inspur NF5588M4, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2018,Industry,24000,22400,1042,1968,829000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5588M4,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179521
390,425,51,425,Internet Company N D1,"Lenovo RD350, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Network Company,Lenovo,China,2017,Industry,61000,,1038.43,2147.2,6248256,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50177,179369
391,239,46,75,,"Lenovo ThinkServer RD650, Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2015,Industry,100000,,1038.4,3200,6000000,,,3750,Derived,0.277,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,178634
392,241,50,159,,"Inspur SA5212M4, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,52800,,1038,1858.56,5499000,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179194
393,240,50,160,,"Inspur SA5212M4, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Inspur,China,2017,Industry,52800,,1038,1858.56,5499000,,,,,,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,12,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179232
394,242,50,161,datalearningsystem,"Sugon W740, Xeon E5-2650v4 12C 2.2GHz, NVIDIA Tesla P40, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,210000,150000,1036,2112,5862000,,,750,Submitted,1.381,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,NVIDIA Tesla P40,12,Intel Xeon E5 (Broadwell),Sugon W740,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50742,179261
395,243,48,106,TX-Green,"S7200AP Cluster, Intel Xeon Phi 7210 64C 1.3GHz, Intel Omni-Path",MIT/Lincoln Laboratory,Dell EMC,United States,2016,Academic,41472,,1032.82,1725.235,3943968,,,,,,Cluster,Intel Xeon Phi 7210 64C 1.3GHz,Intel Xeon Phi,1300,CentOS,Linux,None,64,Intel Xeon Phi,Intel S7200AP Cluster,Intel Cluster,Omnipath,Intel Omni-Path,North America,Americas,48296,178939
396,265,50,292,Zenith,"Dell C6420/C6320p, Xeon Gold 6148 20C 2.4GHz/Xeon Phi 7290/7230/7210, Intel Omni-Path",Dell EMC HPC Innovation lab,Dell EMC,United States,2016,Vendor,24240,,1031.17,1582.08,2637600,,,,,,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,RHEL 7.3,Linux,None,20,Xeon Gold,Dell C6420,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,Americas,50733,179168
397,,52,397,,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, 10G Ethernet",Government,Lenovo,China,2018,Government,22320,,1031.14,1928.448,3450240,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50774,179492
398,244,50,163,,"Inspur SA5212H5, Xeon Platinum 8163 24C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,57600,40320,1030,1908,4449000,,,,,,Cluster,Xeon Platinum 8163 24C 2.5GHz,Intel Skylake,2500,CentOS,Linux,NVIDIA Tesla P100,24,Xeon Platinum,Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50596,179292
399,245,45,65,Taurus,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","TU Dresden, ZIH",Bull,Germany,2015,Academic,34656,,1029.94,1386.24,2772480,,,582,Submitted,1.77,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Bullx Linux,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe,50565,178555
400,246,47,121,Lengau,"PowerEdge C6320, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Centre for High Performance Computing,Dell EMC,South Africa,2016,Academic,32856,,1029.32,1366.81,3105408,,,685,Submitted,1.503,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),PowerEdge C6320,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,Southern Africa,Africa,50165,178793
401,346,41,115,Palmetto2,"HP SL250s /Lenovo NX360M5, Dell C4130, XL190r/R740 , Xeon 6148G/E5-2665 8C 2.4GHz/E5-2670v2, FDR, K20m/K40/K20/P100",Clemson University,HPE,United States,2013,Academic,12592,27740,1029,3024.9592,1400064,,,,,,Cluster,Xeon E5-2665 8C 2.4GHz,Intel SandyBridge,2400,Linux,Linux,NVIDIA Tesla K20m,8,Intel Xeon E5 (SandyBridge),Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,North America,Americas,50100,178083
402,247,50,166,Pdata-1,"Sugon I620, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,58800,,1028,2069.76,5803000,,,735,Submitted,1.399,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179191
403,248,50,167,PVideo-A,"Sugon I620, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,54000,,1026,2073.6,5348000,,,900,Submitted,1.14,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50707,179187
404,435,51,435,Internet Company N D2,"Lenovo RD350, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Network Company,Lenovo,China,2018,Industry,60000,,1022.01,2112,6196800,,,,,,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD350,Lenovo Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50177,179368
405,249,51,249,Romeo,"Bull Sequana X1125, Xeon Gold 6132 14C 2.6GHz, Bull BXI 1.2, NVIDIA Tesla P100 NVLink",ROMEO HPC Center - Champagne-Ardenne,Bull,France,2018,Academic,17640,15680,1022,1484,768000,,,127,Submitted,8.047,Cluster,Xeon Gold 6132 14C 2.6GHz,Intel Skylake,2600,RHEL,Linux,NVIDIA Tesla P100 NVLink,14,Xeon Gold,Bull Sequana X1125,Bull Sequana,Custom Interconnect,Bull BXI 1.2,Western Europe,Europe,50497,179441
406,250,50,168,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,27360,21280,1021,2014,2285000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179203
407,253,51,253,,"Apollo 2000, Xeon E5-2697v4 18C 2.3GHz, 10G Ethernet",Financial Institution,HPE,United Kingdom,2018,Industry,46620,,1020.5,1715.616,,,,,,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,18,Intel Xeon E5 (Broadwell),Apollo 2000,HP Apollo,Gigabit Ethernet,10G Ethernet,Northern Europe,Europe,49922,179435
408,252,51,252,,"Apollo 2000, Xeon E5-2697v4 18C 2.3GHz, 10G Ethernet",Financial Institution,HPE,United Kingdom,2018,Industry,46620,,1020.5,1715.616,,,,,,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,18,Intel Xeon E5 (Broadwell),Apollo 2000,HP Apollo,Gigabit Ethernet,10G Ethernet,Northern Europe,Europe,49922,179433
409,251,51,251,,"Apollo 2000, Xeon E5-2697v4 18C 2.3GHz, 10G Ethernet",Financial Institution,HPE,United Kingdom,2018,Industry,46620,,1020.5,1715.616,,,,,,,Cluster,Xeon E5-2697v4 18C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,18,Intel Xeon E5 (Broadwell),Apollo 2000,HP Apollo,Gigabit Ethernet,10G Ethernet,Northern Europe,Europe,49922,179434
410,254,42,36,QUARTETTO,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P","Research Institute for Information Technology, Kyushu University",Hitachi/Fujitsu,Japan,2013,Academic,222072,157128,1018,1502.2362,3709056,,,19431.3,Derived,0.052,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Redhat Enterprise Linux 6,Linux,"NVIDIA K20/K20x, Xeon Phi 5110P",8,Intel Xeon E5 (SandyBridge),HA8000-tc HT210/PRIMERGY CX400 Cluster,Quartetto Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50421,178251
411,255,51,255,MareNostrum P9 CTE,"IBM Power System AC922, IBM POWER9 22C 3.1GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Tesla V100",Barcelona Supercomputing Center,IBM,Spain,2018,Academic,19440,17280,1018,1485.527,1700352,,28.041,85.8,Submitted,11.865,Cluster,IBM POWER9 22C 3.1GHz,Power,3100,RHEL 7.4,Linux,NVIDIA Tesla V100,22,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,Southern Europe,Europe,49748,179442
412,256,46,78,Lonestar 5,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",Texas Advanced Computing Center/Univ. of Texas,Cray Inc.,United States,2015,Academic,30048,,1017.04,1249.997,3092352,,,586.88,Derived,1.733,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas,48958,178615
413,,52,413,,"ThinkSystem Flex SN550, Xeon Gold 6150 18C 2.7GHz, 10G Ethernet",Government,Lenovo,China,2018,Government,21960,,1016.38,1897.344,3422208,,,,,,Cluster,Xeon Gold 6150 18C 2.7GHz,Intel Skylake,2700,Linux,Linux,None,18,Xeon Gold,ThinkSystem Flex SN550,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50774,179491
414,257,51,257,IT-byte,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,60000,,1015,2112,4483000,,,750,Submitted,1.353,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50743,179389
415,258,44,127,,"Cray XC40, Intel Xeon E5-2680v3 12C 2.5Ghz/Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Deutscher Wetterdienst,Cray Inc.,Germany,2017,Research,34560,,1014,1227.571,3730368,,,448.2,Submitted,2.262,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,47712,178454
416,259,46,79,EAGLE,"Huawei E9000 Blade Server, Xeon E5-2697v3 14C 2.6GHz, 56G Infiniband FDR",PCSS Poznan,Huawei,Poland,2015,Academic,32984,,1013.721,1372.134,2739840,,8.527,549.6,Submitted,1.844,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Huawei E9000 Blade Server,Huawei Cluster,Infiniband,56G Infiniband FDR,Eastern Europe,Europe,50183,178748
417,260,46,80,,"Lenovo ThinkServer RD650, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,Lenovo,China,2015,Industry,108000,,1013.472,3974.4,5692000,,,3375,Derived,0.3,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Lenovo ThinkServer RD650,Lenovo ThinkServer,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50329,178625
418,262,48,113,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,36720,,1012.046,1410.048,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179015
419,261,48,112,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,36720,,1012.046,1410.048,,,,,,,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas,50172,179016
420,,52,420,CRESCO6,"Lenovo SD530, Intel Xeon Platinum 8160 24C 2.1GHz, Intel Omni-Path",ENEA,Lenovo,Italy,2018,Research,20832,,1011.86,1399.91,3009792,,,,,,Cluster,Xeon Platinum 8160  24C 2.1GHz,Intel Skylake,2100,SUSE Linux,Linux,None,24,Xeon Platinum,ThinkSystem SD530,Lenovo ThinkSystem,Omnipath,Intel Omni-Path,Southern Europe,Europe,47796,179574
421,263,45,125,Tryton,"HP ProLiant XL230a Gen9/Huawei RH1288/SOLAR 820 S5, Xeon E5-2670v3 12C 2.3GHz, Infiniband",Academic Computer Centre in Gdansk,Megatel/Action,Poland,2015,Academic,38400,,1010.94,1413.12,3482000,,,864,Derived,1.17,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),HP ProLiant XL230a Gen9,HP Cluster,Infiniband,Infiniband,Eastern Europe,Europe,50571,178552
422,264,47,93,NSCC,"PRIMERGY CX2550 M1 LC & CX2570 M1 LC, Xeon E5-2690v3 12C 2.6GHz, Infiniband EDR",National Supercomputing Centre Singapore,Fujitsu,Singapore,2016,Research,30912,,1010,1285.939,4180992,,,1159.2,Derived,0.871,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),PRIMERGY CX2550 M1 LC & CX2570 M1 LC,Fujitsu Cluster,Infiniband,Infiniband EDR,South-eastern Asia,Asia,50631,178792
423,,52,423,Tetralith,"Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",National Supercomputer Centre (NSC),ClusterVision / Hammer,Sweden,2018,Academic,24320,,1005.45,1634.304,2856672,,,,,,Cluster,Xeon Gold 6130 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,None,16,Xeon Gold,Intel H2204XXLRE,ClusterVision / Hammer Cluster,Omnipath,Intel Omni-Path,Northern Europe,Europe,48488,179576
424,268,50,179,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,26208,20384,1004,1929.2,2237000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179206
425,269,50,178,,"Inspur SA5212H5, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,26208,20384,1004,1929.2,2237000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur SA5212H5,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179207
426,270,51,270,S1,"ThinkSystem RD452, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 10G Ethernet",Internet Company A,Lenovo,China,2017,Industry,23904,18592,1001.68,1772.88,2061504,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),ThinkSystem RD452,Lenovo ThinkSystem,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50580,179370
427,,52,427,Lemhi,"Dell C6420, Xeon Gold 6148 20C 2.4GHz, Intel Omni-Path",Idaho National Laboratory,Dell EMC,United States,2018,Research,20160,,1001.63,1548.288,3185664,,,219.5,Submitted,4.563,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,None,20,Xeon Gold,Dell C6420,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,Americas,47650,179570
428,271,47,94,Shoubu,"ZettaScaler-1.6, Xeon E5-2618Lv3  8C 2.3GHz, Infiniband FDR, PEZY-SCnp","Advanced Center for Computing and Communication, RIKEN",PEZY Computing / Exascaler Inc.,Japan,2015,Research,1313280,1310720,1001.01,1533.46048,2293760,,,149.99,Submitted,6.674,Cluster,Xeon E5-2618Lv3  8C 2.3GHz,Intel Haswell,2300,Linux,Linux,PEZY-SCnp,8,Intel Xeon E5 (Haswell),ZettaScaler-1.6,Pezy/Exascaler Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50577,178809
429,272,44,50,Discover SCU10,"Rackable Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR",NASA/Goddard Space Flight Center,HPE,United States,2014,Research,31248,,1000.52,1299.9168,4095360,,,2008.8,Derived,0.498,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,SUSE Linux Enterprise Server 11,Linux,None,14,Intel Xeon E5 (Haswell),Rackable Cluster,Rackable Cluster,Infiniband,Infiniband FDR,North America,Americas,49817,178458
430,273,42,121,Konrad,"Cray XC40, Intel Xeon E5-2695v2/E5-2680v3 12C 2.4/2.5GHz, Aries interconnect ",HLRN at ZIB/Konrad Zuse-Zentrum Berlin,Cray Inc.,Germany,2014,Academic,44928,,991.525,1425.715,3110399,,,877.5,Derived,1.13,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe,49361,178323
431,274,50,183,PVideo-B,"Sugon I620, Xeon E5-2620v4 8C 2.1GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,60000,,990.7,2016,5076000,,,600,Submitted,1.651,Cluster,Xeon E5-2620v4 8C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,8,Intel Xeon E5 (Broadwell),Sugon I620,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50707,179193
432,275,45,69,HOKUSAI GreatWave,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Advanced Center for Computing and Communication, RIKEN",Fujitsu,Japan,2015,Research,34560,,989.6,1092.096,1906944,,,518.4,Derived,1.909,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia,50577,178572
433,276,45,70,,"Fujitsu PRIMEHPC FX100, SPARC64 XIfx  32C 1.98GHz, Tofu interconnect 2","Meteorological Research Institute, Japan Meteorological Agency",Fujitsu,Japan,2015,Research,34560,,989.6,1092.096,1906944,,,518.4,Derived,1.909,Cluster,SPARC64 XIfx  32C 1.98GHz,Sparc,1975,Linux,Linux,None,32,SPARC64 XIfx,Fujitsu PRIMEHPC FX100,Fujitsu PRIMEHPC,Proprietary Network,Tofu interconnect 2,Eastern Asia,Asia,48358,178559
434,277,51,277,,"Inspur NF5280M, Xeon E5-2682v4 16C 2.5GHz, NVIDIA Tesla P100, 25G Ethernet",Internet Service A,Inspur,China,2017,Industry,21600,20160,988.2,1908,786000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur NF5280M,Inspur Cluster,Gigabit Ethernet,25G Ethernet,Eastern Asia,Asia,50596,179379
435,279,50,187,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,52800,,986,2112,4762000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50596,179248
436,278,50,186,,"Inspur SA5212M4, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,52800,,986,2112,4762000,,,,,,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur SA5212M4,Inspur Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50596,179224
437,280,49,143,,"Sugon TC6000, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,48000,,984.8,1996.8,6340000,,,1710,Submitted,0.576,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,8,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Eastern Asia,Asia,50330,179053
438,281,49,144,IPE-GPUv2,"HC2000 Cluster, Xeon E5-2650v3 10C 2.3GHz, Infiniband FDR, NVIDIA Tesla K80",IPE-HPC,Sugon,China,2017,Research,24800,20800,981.2,1643.2,1679000,,,840,Submitted,1.168,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,NVIDIA Tesla K80,10,Intel Xeon E5 (Haswell),HC2000 Cluster,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia,50711,179063
