"","exascalar","green500rank","top500rank","rmax","power","mflopswatt","name"
"394","-4.340",230,394,132397,481.5,274.9678089,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"395","-4.184",193,395,132314.81,288.94,457.9317851,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"396","-4.437",340,396,132051,657,200.9908676,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"397","-4.474",382,397,131927,740.2,178.231559,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.53 GHz, Gigabit Ethernet"
"398","-4.144",182,398,131900,252.7,521.9628017,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR"
"399","-4.608",442,399,131600,1139,115.5399473,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband"
"400","-3.765",41,400,131499,73,1801.356164,"Supercmicro F627G3-F Cluster, Intel Xeon E5-2697v2 12C 2.700GHz, Intel Truscale, Intel Xeon Phi 7120P"
"401","-4.554",407,401,131431,952.2,138.0287755,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"402","-4.463",369,402,131386.28,707.25,185.7706327,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"403","-4.260",213,403,131200,364.8,359.6491228,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband"
"404","-4.638",459,404,131075,1246.8,105.1291306,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"405","-4.371",272,405,130928,520.425,251.5789979,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"406","-4.045",149,406,130767,179.71,727.6556675,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband"
"407","-4.045",150,407,130767,179.71,727.6556675,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband"
"408","-4.459",353,408,130734,691.2,189.140625,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"409","-4.556",406,409,130486,945,138.0804233,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"410","-4.371",264,410,130480,516.6,252.5745257,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"411","-4.371",265,411,130480,516.6,252.5745257,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"412","-3.970",72,412,130180.56,139.59,932.592306,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"413","-3.969",66,413,130172,139.1,935.8159597,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14"
"414","-3.969",67,414,130172,139.1,935.8159597,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14"
"415","-3.969",68,415,130172,139.1,935.8159597,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR14"
"416","-3.978",79,416,130162,142.91,910.7970051,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"417","-4.590",431,417,129986.1,1046.67,124.1901459,"Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR"
"418","-4.456",347,418,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"419","-4.456",348,419,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"420","-4.456",349,420,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"421","-4.456",350,421,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"422","-3.991",108,422,129714,148.19,875.3222215,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"423","-3.994",113,423,129254,148.6,869.8115747,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"424","-3.994",114,424,129254,148.6,869.8115747,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"425","-3.994",115,425,129254,148.6,869.8115747,"IBM Flex System x240, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"426","-4.362",245,426,129250,492.3,262.5431647,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"427","-4.362",246,427,129250,492.3,262.5431647,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"428","-4.348",229,428,128816,468,275.2478632,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"429","-4.763",484,429,128683,1800,71.49055556,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"430","-4.763",485,430,128683,1800,71.49055556,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
"431","-4.012",125,431,128566.95,156.06,823.8302576,"iDataPlex DX360M4, Xeon E5-2680 8C 2.700GHz, Infiniband"
"432","-4.470",370,432,128276,690.51,185.7699382,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"433","-4.470",371,433,128276,690.51,185.7699382,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"434","-4.845",492,434,128119,2331.6,54.94896209,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"435","-4.315",225,435,127937.65,414.35,308.7671051,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"436","-4.455",345,436,127937.65,652.74,196.0009345,"iDataPlex DX360M3, Xeon E5645 6C 2.400GHz, Gigabit Ethernet"
"437","-4.820",488,437,127902.6,2146.5,59.58658281,"Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet"
"438","-4.846",494,438,127591,2322,54.94875108,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"439","-4.577",414,439,127156.2,960,132.454375,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"440","-4.577",413,440,127081,959.4,132.4588284,"Cluster Platform DL380p Gen8 , Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"441","-4.422",328,441,126967,578.7,219.4003802,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Infiniband QDR"
"442","-4.381",268,442,126500,502.25,251.8666003,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband"
"443","-4.592",429,443,126446,998.1,126.6867047,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"444","-4.330",227,444,126399.82,425.22,297.2574667,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR"
"445","-3.987",80,445,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"446","-3.987",81,446,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"447","-3.987",82,447,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"448","-3.987",83,448,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"449","-3.987",84,449,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"450","-3.987",85,450,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"451","-3.987",86,451,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"452","-3.987",87,452,126227,138.59,910.7944296,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband"
"453","-4.420",322,453,126218,567,222.6067019,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"454","-3.891",50,454,125986,101,1247.386139,"Bullx DLC B710 Blades, Intel Xeon E5 v2 12C 2.700GHz, Infiniband FDR"
"455","-4.476",372,455,125800,677.4,185.7100679,"Cray XE6 12-core 2.1 GHz"
"456","-4.385",273,456,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"457","-4.385",274,457,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"458","-4.385",275,458,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"459","-4.484",379,459,125503,690.43,181.7751256,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"460","-4.364",237,460,125500,467.9,268.2197051,"Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect"
"461","-4.404",283,461,125413,532,235.7387218,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"462","-4.404",284,462,125413,532,235.7387218,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"463","-4.372",244,463,124997,476.1,262.5435833,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"464","-4.406",311,464,124962,530.84,235.4042649,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"465","-4.386",271,465,124475,494.775,251.5790006,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"466","-4.060",152,466,124411,170.98,727.6348111,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband"
"467","-4.060",153,467,124411,170.98,727.6348111,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband"
"468","-4.321",221,468,123335.7,392.4,314.3111621,"Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"469","-4.565",397,469,123057,864,142.4270833,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"470","-4.565",398,470,123057,864,142.4270833,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"471","-4.501",385,471,122711,698.1,175.7785418,"BladeCenter HS22 Cluster (WM), Xeon L5639 6C 2.130GHz, Infiniband"
"472","-4.882",496,472,122400,2400,51,"SX-9/E/1280M160"
"473","-4.393",270,473,121928,484.65,251.5794904,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"474","-4.063",144,474,121800,165.4,736.3966143,"Relion Cluster, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"475","-4.811",487,475,121794.2,1888.2,64.50280691,"Cluster Platform 4000 BL685c G7, Opteron 6234  12C 2.400GHz, Gigabit Ethernet"
"476","-4.298",216,476,121600,354.6,342.9216018,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom"
"477","-4.416",313,477,121543,520.425,233.5456598,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet"
"478","-4.654",449,478,120913,1117.2,108.2286072,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"479","-4.490",367,479,120432,648.28,185.7715802,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"480","-3.987",65,480,120400,126.27,953.5123149,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050"
"481","-4.607",428,481,120264,946.8,127.0215463,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"482","-4.614",433,482,120231,968.4,124.1542751,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"483","-4.490",368,483,120228.93,647.19,185.7706856,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"484","-4.497",377,484,120094,660.67,181.7760758,"xSeries x3650M4 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"485","-4.497",378,485,120094,660.67,181.7760758,"xSeries x3650M4 Cluster, Xeon X5650 6C 2.660GHz, Gigabit Ethernet"
"486","-4.653",447,486,119962,1094.4,109.6144006,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"487","-4.712",473,487,119930,1324.8,90.52687198,"Cluster Platform 3000 BL460c/BL 2x220/SL390, Xeon E5450/5365/X5675 4C 3.000GHz, Infiniband DDR, NVIDIA 2090"
"488","-4.468",341,488,119904,598.5,200.3408521,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"489","-4.468",342,489,119904,598.5,200.3408521,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"490","-4.452",332,490,119589,565.2,211.5870488,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"491","-4.595",412,491,119426,898.8,132.8727192,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"492","-4.274",208,492,119310,315,378.7619048,"Blue Gene/P Solution"
"493","-4.272",206,493,119300,312.8,381.3938619,"Dell C6145 Cluster, Opteron 6378 16C 2.400GHz, Infiniband"
"494","-4.605",420,494,119282,926.1,128.8003455,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"495","-4.689",471,495,119278,1216.8,98.02596976,"Cluster Platform SL230s Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet"
"496","-4.868",495,496,118689,2160,54.94861111,"Cluster Platform SL335s Gen7, Opteron 4171 6C 2.100GHz, 10G Ethernet"
"497","-4.745",474,497,118091.7,1432.8,82.42022613,"Cluster Platform 4000 BL465c, Opteron 6134 8C 2.30GHz, Gigabit Ethernet"
"498","-4.599",411,498,118071,888.6,132.8730587,"Cluster Platform DL388p, Xeon E5-2609  4C 2.400GHz, Gigabit Ethernet"
"499","-4.676",465,499,117992,1141.2,103.3929197,"Cluster Platform DL380e Gen8, Xeon E5-2430L 8C 2.000GHz, Gigabit Ethernet"
"500","-4.793",486,500,117831.3,1665.9,70.73131641,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet"
