"Green500 Rank","Site","Manufacturer","Computer","Country","MFW","Power","Top500 Rank","How"
341,"  Web Company (F)","HP","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",153.574463937622,513,302,"Derived"
342,"  UCSD/San Diego Supercomputer Center","Appro","Appro 1U-1143H Cluster, Opteron 8C 2.4Ghz, Infiniband QDR","United States",152.169981916817,442.4,420,"Derived"
343,"  Universitaet Aachen/RWTH","Bull","Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband","Germany",151.704482720548,1449.12,78,"Derived"
344,"  Web Company (F)","HP","Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",151.602735652691,630.5625,199,"Derived"
345,"  Web Company (F)","HP","Cluster Platform SL160z, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",151.602735652691,630.5625,200,"Derived"
346,"  Web Company (F)","HP","Cluster Platform SL170s, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",151.423937621832,641.25,192,"Derived"
347,"  Texas Advanced Computing Center/Univ. of Texas","Dell","Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR","United States",150.708052526365,1670.78,67,"Derived"
348,"  NACAD/COPPE/UFRJ","Sun","Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR","Brazil",150.302325581395,430,457,"Top500"
349,"  INPE (National Institute for Space Research)","Cray Inc.","Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect","Brazil",148.477790717019,1442.64,79,"Derived"
350,"  CSC (Center for Scientific Computing)","Cray Inc.","Cray XT5/XT4 QC 2.3 GHz","Finland",147.134615384615,520,336,"Top500"
351,"  Financial Services (H)","IBM","BladeCenter HS22 Cluster, Xeon QC X55xx 2.26 GHz, GigE","United States",146.461679669573,435.8,466,"Submission"
352,"  Financial Services (H)","IBM","BladeCenter HS22 Cluster, Xeon QC X55xx 2.26 GHz, GigE","United States",146.461679669573,435.8,467,"Submission"
353,"  Telecommunication Company","HP","HP DL160 Cluster G6, Xeon X5650 2.66 GHz, GigE","Japan",146.338325991189,510.75,356,"Derived"
354,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5640 4C 2.67 GHz, Gigabit Ethernet","United States",144.977111943404,600.75,249,"Derived"
355,"  Air Force Research Laboratory - ARFL DSRC","Cray Inc.","Cray XE6 8-core 2.4 GHz","United States",142.996441281139,2351.80677915484,53,"Derived"
356,"  Web Company (F)","HP","HP DL180se, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",142.422742040286,769.5,163,"Derived"
357,"  Logistic Services","HP","Cluster Platform 4000 BL685c G7, Opteron 6140 8C 2.60GHz, Gigabit Ethernet","China",141.557629338572,610.8,251,"Derived"
358,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5640 2.53 GHz, GigE","United States",139.715400843882,474,433,"Derived"
359,"  Retail","HP","Cluster Platform SL170s, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",138.563352826511,513,381,"Derived"
360,"  Saudi Aramco","HP","Cluster Platform 3000 BL280c G6, Xeon X5670 2.93Ghz, Infiniband QDR","Saudi Arabia",137.630208333333,460.8,470,"Derived"
361,"  NCSA","Dell","PowerEdge 1955, 2.33 GHz, Infiniband, Windows Server 2008/Red Hat Enterprise Linux 4","United States",136.121491611672,503.08,412,"Derived"
362,"  Financial Institution ()","IBM","iDataPlex, Xeon E55xx QC 2.26 GHz, GigEthernet","Belgium",134.521032902957,480.2,458,"Submission"
363,"  Airbus","HP","HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband","France",134.424603174603,1814.4,69,"Derived"
364,"  Telecommunication Company","HP","HP DL160 Cluster G6, Xeon E5645 6C 2.40 GHz, Gigabit Ethernet","Japan",132.535864978903,474,476,"Derived"
365,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5620 2.4 GHz, GigE","United States",131.733483483484,532.8,385,"Derived"
366,"  Lawrence Livermore National Laboratory","Appro","Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband","United States",131.629788001339,776.42,180,"Derived"
367,"  Web Content Provider","HP","HP DL180 Cluster G6, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","United States",131.196993532599,572.1,350,"Derived"
368,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet","United States",131.165665534953,574.35,347,"Derived"
369,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5620 4C 2.40 GHz, Gigabit Ethernet","United States",131.165665534953,574.35,348,"Derived"
370,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","United States",131.053553038105,582.6,339,"Derived"
371,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",130.375642546461,632.25,281,"Derived"
372,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",130.375642546461,632.25,282,"Derived"
373,"  Web Content Provider","HP","HP DL160 Cluster G6, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","United States",130.375642546461,632.25,283,"Derived"
374,"  IT Service Provider","HP","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet","United States",130.325396301618,1088.77397672827,124,"Derived"
375,"  Web Company (C)","HP","Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet","China",130.160493827161,648,272,"Derived"
376,"  Web Company (C)","HP","Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet","China",128.83360171766,745.2,198,"Derived"
377,"  IT Service Provider (D)","HP","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30 GHz, Gigabit Ethernet","United States",124.902423670129,635.4,298,"Derived"
378,"  IT Service Provider (D)","HP","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet","United States",124.901960784314,535.5,426,"Derived"
379,"  IT Service Provider (D)","HP","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet","United States",124.901960784314,535.5,427,"Derived"
380,"  Government","HP","Cluster Platform 4000 BL465c, Opteron 6134 8C 2.30GHz, Gigabit Ethernet","Canada",124.64300976801,655.2,286,"Derived"
381,"  Manufacturing Company","HP","Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR","United States",124.190145891255,1046.67,135,"Derived"
382,"  Logistic Services","HP","Cluster Platform 4000 BL685c G7, Opteron 6276 16C 2.30GHz, Gigabit Ethernet","United States",124.046375570776,700.8,250,"Derived"
383,"  Information Technology Center, The University of Tokyo","Hitachi","Hitachi opteron QC 2.3 GHz Myrinet 10G","Japan",122.432009626955,831,181,"Top500"
384,"  iVEC","HP","HP Pod BL2x220, X5660 2.8 Ghz, Infiniband QDR","Australia",121.109305555556,720,248,"Derived"
385,"  IT Service Provider (D)","HP","Cluster Platform 4000 BL465c G7, Opteron 6174 12C 2.20 GHz, Gigabit Ethernet","United States",120.911580594679,511.2,493,"Derived"
386,"  Manufacturing Company","HP","Cluster Platform 4000 BL465c G7, Opteron O6174 12C 2.20 GHz, Gigabit Ethernet","United States",120.597726439311,545.4,443,"Derived"
387,"  IT Service Provider","HP","Cluster Platform 4000 BL685c G7, Opteron 12C 2.2 Ghz, GigE","United Kingdom",120.592470458917,545.85,439,"Derived"
388,"  IT Service Provider (D)","HP","Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet","United States",119.173165618449,1073.25,136,"Derived"
389,"  Lawrence Livermore National Laboratory","Appro","Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR","United States",118.685714285714,700,278,"Top500"
390,"  Maui High-Performance Computing Center (MHPCC)","Dell","Dell PowerEdge M610 Cluster, Nehalem-EP 2.8Ghz, Infiniband","United States",118.632589364584,679.24,294,"Derived"
391,"  HLRN at Universitaet Hannover / RRZN","SGI","SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz","Germany",117.516678370787,911.36,169,"Derived"
392,"  HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik","SGI","SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz","Germany",117.516678370787,911.36,170,"Derived"
393,"  University of Minnesota/Supercomputing Institute","HP","Cluster Platform 3000 BL280c G6, Xeon X55xx 2.8Ghz, Infiniband","United States",117.375972611267,642.6,346,"Derived"
394,"  Lawrence Livermore National Laboratory","Appro","Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband","United States",115.539947322212,1139,131,"Derived"
395,"  Center for Computational Sciences, University of Tsukuba","Appro","Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband","Japan",115.171385991058,671,312,"Top500"
396,"  Kurchatov Institute Moscow","HP","Cluster Platform 3000 BL 2x220, Xeon E5450 4C 3.000GHz, Infiniband QDR","Russia",111.201300841592,910.18,182,"Derived"
397,"  Manufacturing Company","HP","Cluster Platform 3000 BL280c G6, Xeon X5650 2.67Ghz, Infiniband QDR","United States",110.197246237592,624.6,400,"Derived"
398,"  Los Alamos National Laboratory","Appro","Appro Xtreme Opteron 2 GHz, Infiniband QDR","United States",108.890899316892,762.69,279,"Derived"
399,"  JAXA","Fujitsu","Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR","Japan",108.43137254902,1020,160,"Top500"
400,"  Manufacturing Company","HP","Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, Infiniband","France",105.36022368969,840.45,240,"Derived"
401,"  IT Service Provider","HP","Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband","Germany",104.736271876002,904.53,202,"Derived"
402,"  Service Provider","IBM","xSeries x3650M2 Cluster, Xeon QC E55xx 2.26 Ghz, GigE","Japan",102.015161086545,633.2,459,"Submission"
403,"  Science and Technology Facilities Council - Rutherford Appleton Laboratory","HP","Cluster Platform SL390s G7, Xeon E5649 6C 2.530GHz, Infiniband QDR, NVIDIA 2090","United Kingdom",101.828913869246,1123.45301204819,159,"Top500"
404,"  DLR - CASE","Oracle","Oracle Blade Server X6275,  X5670 2.93 GHz, Infiniband QDR","Germany",100.936339117602,786.04,299,"Derived"
405,"  Sandia National Laboratories / National Renewable Energy Laboratory","Sun","Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","United States",99.7990206573613,4343.73,39,"Derived"
406,"  Kurchatov Institute Moscow","HP","Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2070","Russia",99.7876624992225,697.315662650602,390,"Top500"
407,"  Digital Content Provider","HP","Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet","Australia",95.8252113465146,822.547624914442,301,"Derived"
408,"  Barcelona Supercomputing Center","IBM","BladeCenter JS21 Cluster, PPC 970, 2.3 GHz, Myrinet","Spain",93.3746836554075,683.59,465,"Submission"
409,"  National Centers for Environment Prediction","IBM","Power 575, p6 4.7 GHz, Infiniband","United States",91.6687578419072,797,369,"Submission"
410,"  National Centers for Environment Prediction","IBM","Power 575, p6 4.7 GHz, Infiniband","United States",91.6687578419072,797,370,"Submission"
411,"  CINECA","IBM","Power 575, p6 4.7 GHz, Infiniband","Italy",91.5948777648428,859,303,"Submission"
412,"  Naval Oceanographic Office - NAVO DSRC","IBM","Power 575, p6 4.7 GHz, Infiniband","United States",90.5408515535098,869,304,"Submission"
413,"  Joint Supercomputer Center","HP","Cluster Platform 3000 BL460c/BL 2x220/SL390, Xeon E5450/5365/X5675 4C 3.000GHz, Infiniband DDR, NVIDIA 2090","Russia",90.5268719806763,1324.8,148,"Derived"
414,"  Compute Canada/WestGrid/University of British Columbia","HP","Cluster Platform 3000 BL 2x220, Xeon X5650/E5450 4C 3.00 GHz, Infiniband QDR","Canada",90.3985849056604,848,319,"Derived"
415,"  DKRZ - Deutsches Klimarechenzentrum","IBM","Power 575, p6 4.7 GHz, Infiniband","Germany",89.9844720496894,1288,152,"Submission"
416,"  Max-Planck-Gesellschaft MPI/IPP","IBM","Power 575, p6 4.7 GHz, Infiniband","Germany",89.8840182648402,1095,187,"Submission"
417,"  ECMWF","IBM","Power 575, p6 4.7 GHz, Infiniband","United Kingdom",87.2084273890143,1329,153,"Submission"
418,"  ECMWF","IBM","Power 575, p6 4.7 GHz, Infiniband","United Kingdom",87.2084273890143,1329,154,"Submission"
419,"  Lockheed Martin","IBM","BladeCenter HS21 Cluster, Xeon QC HT 2.66 GHz, Infiniband","United States",85.2648421981902,906.2,313,"Submission"
420,"  Cyfronet","HP","Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2050/2090","Poland",82.3341241702876,2250.78,89,"Derived"
421,"  Government","HP","Cluster Platform 3000 BL2x220, L54xx 2.5 Ghz, Infiniband","France",82.3187821352959,2182.18,95,"Derived"
422,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",81.7100238663484,754.2,496,"Derived"
423,"  Government Classified","HP","Cluster Platform 3000 BL460c G6, Xeon L5450 3 GHz, Infiniband","United States",81.5957692541487,822.55,423,"Derived"
424,"  Sandia National Laboratories","Cray Inc.","Cray XT3/XT4","United States",81.4844373503592,2506,82,"Top500"
425,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",81.457412862052,814.8,431,"Derived"
426,"  DOE/NNSA/LLNL","IBM","eServer Blue Gene Solution","United States",78.970802919708,2329,92,"Submission"
427,"  Computer Network Information Center, Chinese Academy of Science","Lenovo","DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband","China",78.7594618614201,1305.24,178,"Derived"
428,"  California institute of Technology","HP","Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2090","United States",77.354241720728,1075.02831325301,277,"Top500"
429,"  VSC / Flemish Supercomputer Center","HP","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR","Belgium",75.9078478391378,2007.01118971061,118,"Derived"
430,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, 10G Ethernet","United Kingdom",75.0675343139936,914.35,404,"Derived"
431,"  Grupa Allegro","HP","Cluster Platform 3000 BL 2x220, Xeon L5420 4C 2.50 GHz, Gigabit Ethernet","Poland",72.947124499684,949.4,398,"Derived"
432,"  Web Company (C)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Infiniband QDR","China",71.7031358516774,1085.80327868852,307,"Derived"
433,"  Research Center","HP","Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090","China",70.6624764622413,1915.78340836013,127,"Derived"
434,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 6C 2.80 GHz, 10G Ethernet","Ireland",70.1751731739736,925.37,451,"Derived"
435,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 6C 2.80 GHz, 10G Ethernet","Ireland",70.1751731739736,925.37,452,"Derived"
436,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 6C 2.80 GHz, 10G Ethernet","Ireland",70.1751731739736,925.37,453,"Derived"
437,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet","United States",70.1745892462707,991.47,391,"Derived"
438,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet","United States",70.1745892462707,991.47,392,"Derived"
439,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet","United States",70.1745892462707,991.47,393,"Derived"
440,"  Gaming Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet","United States",70.1741071428571,1344,204,"Derived"
441,"  Saudi Aramco","ClusterVision/Dell","Dell PowerEdge M610 Cluster, Xeon X5670 2.93Ghz, Infiniband QDR","Saudi Arabia",69.6835275423729,906.24,471,"Derived"
442,"  Government","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, 10G Ethernet","United States",68.1491595643939,969.44262295082,436,"Derived"
443,"  New York University at Abu Dhabi","HP","Cluster Platform SL390/BL2x220, Xeon X5675 6C 3.06GHz, Infiniband QDR","United Arab Emirates",66.8054263576686,1038.22554216867,397,"Top500"
444,"  Government","HP","Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband","Sweden",63.875786163522,1526.4,191,"Derived"
445,"  Government","HP","Cluster Platform SL390s G7, Xeon X5690 6C 3.47GHz, Gigabit Ethernet, NVIDIA 2090","Singapore",62.478724042332,1084.71325301205,417,"Top500"
446,"  National Institute of Genetics","HP","Cluster Platform SL230s/SL250s, Xeon E5-2670 8C 2.60GHz, Infiniband QDR","Japan",62.1343190031016,1334.2063022508,280,"Derived"
447,"  Gdansk University of Technology, CI Task","ACTION","ACTION Xeon HP BL2x220/BL490 E5345/L5640 Infiniband","Poland",61.565899768147,1065.33,447,"Derived"
448,"  IT Provider","HP","Cluster Platform SL390s G7, Xeon E5645 6C 2.40GHz, Gigabit Ethernet, NVIDIA 2090","India",58.7828572327584,1209.97180722892,380,"Top500"
449,"  IT Provider (P)","HP","Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090","United States",57.4674457299247,5113.64819277108,61,"Top500"
450,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c, Xeon E5450 4C 3.00 GHz, Gigabit Ethernet","United States",55.3731621068304,1343.25,359,"Derived"
451,"  DOE/SC/Pacific Northwest National Laboratory","HP","Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR","United States",54.496,1781.25,193,"Derived"
452,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",54.4467509658881,1341.23889312977,372,"Derived"
453,"  NASA/Ames Research Center/NAS","SGI","SGI Altix 1.5/1.6/1.66 GHz, Voltaire Infiniband","United States",54.1855921855922,1228.5,430,"Derived"
454,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",54.0659387593788,1547.7951908397,273,"Derived"
455,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",54.0659387593788,1547.7951908397,274,"Derived"
456,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",54.0659387593788,1547.7951908397,275,"Derived"
457,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","United States",54.0457032504094,1560.87708969466,271,"Derived"
458,"  Web Company (C)","HP","Cluster Platform 3000 BL460c G7, Xeon X5675 6C 3.06GHz, Gigabit Ethernet","China",53.9803155381745,1596.68018129771,254,"Derived"
459,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","United States",53.3924631085368,1160.16,492,"Derived"
460,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 Ghz, GigE","United States",53.3507946298064,1183.57,472,"Derived"
461,"  Media Company","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93GHz, Gigabit Ethernet","United States",53.2269602097807,1233.82961832061,446,"Derived"
462,"  IT Services Provider (C)","HP","Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, GigE","United States",53.2170154613783,1258.62,425,"Derived"
463,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE","United States",52.8385790113976,1471.37,308,"Derived"
464,"  Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet","United States",52.8049946644123,1443.14,340,"Derived"
465,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 GHz, Gigabit Ethernet","United States",52.4250601278817,1704.7,235,"Derived"
466,"  Semiconductor Company (R)","HP","Cluster Platform SL230s Gen8, Xeon E5-2667 6C 2.900GHz, Gigabit Ethernet","Taiwan",51.8545198619476,1425.43408360129,361,"Derived"
467,"  Japan Agency for Marine -Earth Science and Technology","NEC","SX-9/E/1280M160","Japan",51,2400,145,"Derived"
468,"  IT Services Provider (C)","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 6C 2.80 GHz, Gigabit Ethernet","United States",50.7416540355481,1326.09,421,"Derived"
469,"  IT Services Provider (C)","HP","Cluster Platform 3000 BL460c G7, Xeon X5660 6C 2.80 GHz, Gigabit Ethernet","United States",50.7416540355481,1326.09,422,"Derived"
470,"  Web Company (C)","HP","Cluster Platform 3000 BL460c G7, Xeon E5645 6C 2.40GHz, Gigabit Ethernet","China",50.4351671015244,1378.86328125,394,"Derived"
471,"  Web Company (C)","HP","Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","China",49.5076942464638,1842.79638526119,223,"Derived"
472,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",48.2499427349775,1288.22950819672,485,"Derived"
473,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",48.1356363200192,1366.72131147541,440,"Derived"
474,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",48.1356363200192,1366.72131147541,441,"Derived"
475,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",48.1274179681903,1372.91803278689,435,"Derived"
476,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE","United States",48.1238941322275,1375.67213114754,434,"Derived"
477,"  IT Service Provider (D)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",47.949464147608,1483.77049180328,379,"Derived"
478,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE","United States",47.8357142857143,1554,360,"Derived"
479,"  IT Services Provider ","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.7434396076027,1604.26229508197,332,"Derived"
480,"  IT Services Provider ","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.7434396076027,1604.26229508197,333,"Derived"
481,"  IT Services Provider ","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.7434396076027,1604.26229508197,334,"Derived"
482,"  Logistic Services (E)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.4912099372404,1760.55737704918,276,"Derived"
483,"  Cerner Corp.","HP","Cluster Platform 3000 BL460c G7, Xeon L5640 6C 2.26GHz, Gigabit Ethernet","United States",47.4762504482902,1387.68330223881,437,"Derived"
484,"  Cerner Corp.","HP","Cluster Platform 3000 BL460c G7, Xeon L5640 6C 2.26GHz, Gigabit Ethernet","United States",47.4762504482902,1387.68330223881,438,"Derived"
485,"  Financial Institution","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet","United States",47.4139569333044,1814.95081967213,255,"Derived"
486,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.2175316889346,1914.09836065574,227,"Derived"
487,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.2175316889346,1914.09836065574,228,"Derived"
488,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.2175316889346,1914.09836065574,229,"Derived"
489,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.2175316889346,1914.09836065574,230,"Derived"
490,"  IT Service Provider","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",47.2175316889346,1914.09836065574,231,"Derived"
491,"  Arrow Enterprise Computing Solutions","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE","United States",46.55729524928,2345.11475409836,166,"Derived"
492,"  Banking (M)","HP","Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet","United States",46.2279675079108,2548.91803278689,151,"Derived"
493,"  IT Provider (P)","HP","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet","United States",46.1289097788176,1915.78340836013,241,"Derived"
494,"  IT Provider (P)","HP","Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet","United States",46.1289097788176,1915.78340836013,242,"Derived"
495,"  IT Services Provider ","HP","Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet","United States",44.9837620370108,1370.04326026119,495,"Derived"
496,"  KTH - Royal Institute of Technology","Dell","PowerEdge SC1435 Dual core Opteron 2.2 GHz, Infiniband","Sweden",42.0136054421769,1470,494,"Derived"
497,"  Telecommunication Company","HP","Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.60GHz, Gigabit Ethernet, NVIDIA 2090","China",36.3150067989951,1946.19266881029,383,"Derived"
498,"  Government","Cray Inc.","Cray XT5 QC 2.4 GHz","United States",34.4109616367649,4812.42,107,"Derived"
499,"  Financial Services Company (G)","HP","Cluster Platform 3000 DL165, Opteron 2.1 GHz 12C, GigE","United States",33.6962278675905,2598,243,"Derived"
500,"  US Army Research Laboratory (ARL)","Cray Inc.","Cray XT5 SixCore, Opteron Six Core 6C 2.600GHz, XT4 Internal Interconnect","United States",32.0512554108126,3581.76297709924,158,"Derived"
